user_id,username,email,age,gender,registration_date,last_login_time,session_duration_seconds,ip_address,device_type,os,browser,country,is_fraudulent
sdv-id-zjgcpr,richard38,calderoncourtney@example.net,63,Male,2023-01-21 04:41:28,2025-06-03 06:39:31,9221,b222:3bf8:3908:2c:8d9c:4a22:2599:6ff2,Other,Linux,Opera,Hong Kong,Yes
sdv-id-OCnTSo,lorimitchell,james67@example.net,19,Male,2023-07-17 01:43:30,2025-06-07 07:31:59,1854,8126:83a3:9e27:e33a:e923:69d1:59b2:5d85,Desktop,Android,Firefox,Greece,Yes
sdv-id-cseLlZ,brendahahn,carrie87@example.net,0,Male,2025-01-18 17:33:50,2025-06-07 14:18:03,4608,c0bb:9c16:d924:d9b:93db:a767:f301:5722,Mobile,Android,Chrome,Australia,No
sdv-id-RiuAXb,emily70,jodiyoung@example.com,72,Other,2025-02-25 20:28:57,2025-06-03 14:59:45,8480,c49a:5de6:f674:25c0:e97f:9655:1873:848e,Tablet,Other,Edge,Korea,Yes
sdv-id-ukZlDx,michaelklein,baileymichael@example.com,0,Other,2023-07-12 20:22:16,2025-06-06 23:48:31,76,e476:aac9:33d5:1371:43d5:a215:852c:444c,Desktop,macOS,Other,Mongolia,Yes
sdv-id-FBoEwk,williamsonjennifer,khill@example.org,48,Male,2025-05-30 14:37:36,2025-06-07 09:56:12,9871,6a79:28f0:3109:1847:7fb4:43cf:6375:8d15,Desktop,Android,Chrome,China,No
sdv-id-ljZRMl,ryanjones,kelsey57@example.com,35,Male,2022-04-21 04:37:41,2025-06-10 21:22:51,9540,4c34:921:c1cf:41a:3ecf:3cac:ac31:1d6d,Tablet,iOS,Chrome,Luxembourg,Yes
sdv-id-knXPdp,ganderson,heather07@example.org,35,Other,2024-04-05 02:09:34,2025-06-01 01:49:52,2483,d33:d1c7:b170:977b:5686:b455:dee2:6e61,Desktop,Windows,Other,Chile,Yes
sdv-id-PUnMAq,wanda59,scottjohnson@example.org,13,Other,2020-01-12 01:07:11,2025-06-02 12:29:48,4763,3ffc:c719:d901:7653:cc78:25e1:cc2c:1f59,Desktop,iOS,Edge,Anguilla,Yes
sdv-id-NZvdmM,melindahopkins,samantha80@example.com,46,Other,2024-05-22 21:06:07,2025-06-01 01:23:34,6815,1cf4:e00:e336:b650:aeed:4ddc:84b8:a64c,Tablet,Android,Firefox,China,Yes
sdv-id-mjPTzj,annadrake,matthew77@example.org,99,Other,2023-05-20 20:40:54,2025-06-08 23:21:33,1906,4a76:75d2:e224:cb33:f862:6d59:5780:cd05,Tablet,macOS,Safari,Zambia,Yes
sdv-id-ZSgvTH,lowerobert,kaitlyn58@example.net,57,Male,2025-05-28 17:25:26,2025-06-07 06:10:58,6682,d11c:bb83:2c2b:3b85:4e1e:9f7:1750:3cbe,Other,Android,Safari,Niger,No
sdv-id-SuOpct,ganderson,cbentley@example.net,99,Other,2021-01-18 23:15:15,2025-06-01 00:03:06,3121,e937:3f83:5781:1d00:7d81:4bf0:7713:1932,Other,Android,Other,Greece,Yes
sdv-id-zWxYdS,michaelklein,michael07@example.org,48,Other,2021-04-23 13:30:26,2025-06-04 20:56:47,3975,ddb6:8435:d7a2:4b6f:6daf:88d8:1463:cb27,Tablet,Linux,Chrome,Uruguay,Yes
sdv-id-eWRxEB,jessehaas,jvasquez@example.com,28,Male,2024-09-11 12:54:21,2025-06-01 00:03:06,269,3a56:ba0c:8cd5:4ef7:dd9a:f474:a795:a424,Desktop,macOS,Chrome,Yemen,Yes
sdv-id-gTEDYG,ryan06,dakota48@example.com,3,Male,2025-05-30 14:37:36,2025-06-09 16:57:03,980,1008:4ba5:b6da:231b:ad8e:25cf:e52e:1150,Mobile,iOS,Other,Kazakhstan,No
sdv-id-kOBYxN,smeyer,craigjoshua@example.net,45,Female,2023-08-30 07:16:27,2025-06-02 20:21:30,6320,97c9:788b:d176:f353:b84d:2b0d:b3eb:db47,Desktop,iOS,Safari,Belgium,Yes
sdv-id-EgvBse,dflynn,jacqueline21@example.org,68,Other,2020-12-26 17:48:14,2025-06-02 14:22:50,912,694:66ef:c0e2:66fe:40ed:635f:6dda:ddc,Mobile,Linux,Safari,Greenland,Yes
sdv-id-IOEicv,emeza,hernandezbrittany@example.org,30,Male,2022-07-23 13:22:11,2025-06-09 20:03:06,7904,ba99:65b0:304c:4f9b:2602:3c56:82c0:c44a,Other,Android,Safari,Iraq,Yes
sdv-id-mEnQBP,oscarcontreras,katelynenglish@example.com,55,Other,2023-07-04 11:39:51,2025-06-01 19:23:26,3353,3b34:6fcc:600d:4330:972b:8192:c0c1:b7e1,Desktop,Other,Firefox,Bolivia,No
sdv-id-jkTOqX,danielwhite,pparker@example.com,85,Other,2023-08-22 08:43:48,2025-06-01 00:03:06,9871,76d:fb48:2909:551e:2a4e:4fc7:d194:80f7,Mobile,Other,Other,Colombia,No
sdv-id-dthZnC,william58,phillipsmichael@example.org,48,Other,2023-12-22 04:14:24,2025-06-03 15:14:55,5130,eced:96f9:3b0c:39af:bdce:294d:c083:1968,Mobile,Windows,Edge,Thailand,Yes
sdv-id-ADJRAL,raycynthia,otownsend@example.net,99,Other,2022-10-22 17:38:47,2025-06-05 09:14:54,4380,d3b8:bd1:d89e:d35b:c9fe:e66f:5bf2:c04,Desktop,Other,Firefox,Guinea-Bissau,Yes
sdv-id-xKHeas,eduncan,anna15@example.net,67,Male,2023-11-01 05:47:46,2025-06-05 07:17:15,3550,3e35:4748:4755:dc68:7d81:8967:118b:5761,Mobile,iOS,Opera,Czech Republic,Yes
sdv-id-qyKBjZ,kevintorres,hernandezkaren@example.org,13,Other,2021-04-28 18:16:12,2025-06-08 07:45:44,4003,e62d:d5:23c4:37ee:65ee:3c65:fa65:25a0,Tablet,iOS,Edge,Macao,No
sdv-id-KvuEvT,npatterson,santanajordan@example.org,58,Other,2022-11-16 17:11:15,2025-06-03 06:43:41,5760,2f88:c199:54e6:d9b9:a767:fb07:70c5:3739,Desktop,iOS,Other,New Zealand,No
sdv-id-gcWCTt,smatthews,fishermark@example.com,62,Female,2020-10-28 11:38:57,2025-06-02 08:43:39,1366,99c0:4dfb:4647:11f7:4b6a:df8b:ff5:d8dd,Tablet,iOS,Edge,Lebanon,Yes
sdv-id-DgISOS,cameronmariah,gjenkins@example.org,99,Male,2022-04-23 13:18:29,2025-06-04 22:39:38,7334,37e3:8169:990d:c482:b532:bf31:199e:755,Other,Android,Safari,Greenland,Yes
sdv-id-fajJNi,bhines,joseph65@example.org,98,Female,2023-02-05 08:28:29,2025-06-02 06:58:38,8569,bbbb:72a3:8620:9ef1:29ff:e12d:df65:343f,Mobile,Linux,Firefox,Afghanistan,Yes
sdv-id-GpLatv,jason09,nroberts@example.net,37,Other,2021-04-22 15:15:53,2025-06-08 03:42:24,4123,7f05:c0f3:3394:9d8d:8389:7e24:7558:7941,Desktop,macOS,Opera,Croatia,Yes
sdv-id-xYhqVO,randy27,mary88@example.com,79,Other,2024-08-29 22:42:40,2025-06-03 22:16:26,6712,658e:f20e:b88e:fa68:4cfa:d9c4:51a4:1379,Desktop,Linux,Other,Czech Republic,No
sdv-id-UioAZs,fitzgeraldangela,bonillanicole@example.org,50,Other,2023-04-02 13:34:47,2025-06-04 20:06:13,3068,2255:771b:f4c1:8971:bfc0:f64c:c817:cb2b,Desktop,macOS,Edge,Chile,Yes
sdv-id-mVgpFk,kevintorres,jamesgates@example.org,66,Male,2024-03-08 09:13:50,2025-06-05 17:52:37,6597,8f6e:e0d6:8ece:2f82:23ad:af7:8132:8399,Desktop,Android,Safari,Tonga,No
sdv-id-LTruwQ,ganderson,lisa28@example.org,78,Female,2022-03-08 23:40:37,2025-06-08 05:48:16,3966,2909:6dc1:fb55:60ff:868a:c1e:d008:86d9,Mobile,Other,Firefox,Tonga,Yes
sdv-id-acflaz,candicesmith,penny73@example.com,69,Male,2025-05-30 14:37:36,2025-06-09 03:24:52,5965,e5e8:5520:d47e:3a11:8f08:9d1e:344:55a1,Desktop,macOS,Other,Syrian Arab Republic,Yes
sdv-id-QoGjXT,warrenmichael,charles55@example.com,53,Male,2020-01-12 01:07:11,2025-06-09 22:31:25,6278,4985:bfad:c826:dea4:fcdb:e8b7:3766:7482,Other,Android,Edge,Finland,Yes
sdv-id-YCVPgO,mhawkins,acevedojessica@example.net,0,Male,2020-01-12 01:07:11,2025-06-04 07:25:50,4134,8ffc:8080:806e:2c19:e5d8:c056:2efb:593c,Tablet,Windows,Edge,Italy,Yes
sdv-id-uieRvJ,fshaw,jonespatrick@example.com,99,Female,2021-07-25 12:22:31,2025-06-10 21:22:51,7539,e30b:e889:5906:b340:74df:8323:306c:7117,Desktop,Linux,Firefox,Cook Islands,No
sdv-id-BcdbVS,william58,coxlisa@example.org,49,Other,2020-07-13 22:27:57,2025-06-07 08:49:35,7988,4bb5:a496:c765:83dd:fcb4:9e54:50db:82a8,Mobile,iOS,Edge,Germany,No
sdv-id-sPqkxu,baileystephen,lmiller@example.org,25,Male,2021-01-16 01:22:44,2025-06-09 21:29:52,9871,f8fb:de54:d9fc:bb52:bee8:b314:47ad:4d9,Tablet,Android,Chrome,Sao Tome and Principe,No
sdv-id-ygkMUT,tgreen,hellis@example.net,49,Male,2024-07-11 14:15:46,2025-06-07 13:37:37,3828,d2f1:d79f:564e:46b3:3e63:7845:fdaa:f928,Mobile,Android,Other,Papua New Guinea,No
sdv-id-aeDdAf,maryhensley,millerpaul@example.org,99,Other,2021-10-20 10:46:36,2025-06-03 13:21:48,3349,f527:c7ac:e9a:b27:4bff:704b:ae48:9371,Tablet,Android,Safari,Guernsey,Yes
sdv-id-oPiTPd,lisa47,ralph28@example.com,81,Female,2024-10-29 15:44:35,2025-06-05 15:36:23,4670,da23:305c:b1af:4a10:ceb4:1c60:9055:f9ef,Desktop,Windows,Opera,Ukraine,Yes
sdv-id-EqfikR,lorimitchell,edward96@example.com,99,Other,2025-05-30 14:37:36,2025-06-01 13:30:05,8125,ffe8:1c1e:a6a8:643c:8d9b:b527:1e4c:565d,Tablet,iOS,Safari,Mexico,Yes
sdv-id-pdHvLq,diazjennifer,nicholas16@example.org,91,Female,2023-07-13 16:17:01,2025-06-01 00:03:06,9684,19fd:2833:11b4:21dd:ba54:a2ec:46b:9f81,Mobile,macOS,Firefox,Zambia,Yes
sdv-id-whXGMV,christopherchan,huangashley@example.net,99,Male,2022-05-19 05:11:12,2025-06-02 07:58:47,6966,6b5b:4be6:9ecb:c9a6:ebc6:be9:9f4c:6ed7,Desktop,Windows,Other,Australia,Yes
sdv-id-mmppDV,justin75,goodmanjustin@example.net,99,Other,2024-08-07 20:36:16,2025-06-10 13:41:57,5117,ab14:6de2:acb5:9f78:4173:77f7:1ad9:bdb3,Desktop,macOS,Safari,Dominican Republic,No
sdv-id-sHZppO,christopherchan,smithkeith@example.com,99,Female,2020-11-19 21:23:43,2025-06-01 00:03:06,8454,254a:d39b:7af5:6bdf:d01:621c:ddca:a9b3,Mobile,iOS,Opera,Montenegro,Yes
sdv-id-KjGvlj,isaiah89,mccarthykyle@example.org,66,Female,2022-10-15 00:43:15,2025-06-01 00:03:06,8573,e03:a4b3:3b92:9075:4de4:4db3:a4f5:2a88,Mobile,Windows,Firefox,Germany,No
sdv-id-tfvVXy,jacqueline70,maldonadojesus@example.net,99,Other,2025-02-23 11:16:58,2025-06-10 19:57:17,3396,5731:2ce:594a:3ac8:c898:5b1f:60ea:45c2,Desktop,Android,Other,Colombia,Yes
sdv-id-iDLuov,jason09,ian93@example.org,4,Female,2021-09-10 14:53:40,2025-06-10 10:58:13,7048,b8f:e42a:438f:b12:d778:1f0d:f9bf:98ab,Desktop,Linux,Other,El Salvador,Yes
sdv-id-nwBNVN,deanna75,lisajohnson@example.net,90,Other,2023-08-23 04:12:28,2025-06-08 23:35:20,6241,2232:8234:ae6e:bcd:876d:1dff:7c84:db1e,Mobile,macOS,Other,Philippines,No
sdv-id-ZUERFG,iarmstrong,flang@example.com,96,Male,2022-11-18 20:26:34,2025-06-01 00:15:34,9871,ec04:1de:57fb:bc90:4fc:350e:8a10:dae0,Tablet,Android,Opera,Saudi Arabia,Yes
sdv-id-YjGZbr,gail72,stanley01@example.net,79,Other,2021-07-08 16:55:26,2025-06-02 09:34:53,2426,510e:c119:7e3b:3c10:ab19:715:ea04:2fdc,Tablet,Linux,Other,Suriname,Yes
sdv-id-coQbGR,hornalyssa,michaelbrooks@example.org,59,Male,2022-04-02 17:17:42,2025-06-01 00:03:06,2235,2bfd:948e:5a19:3f6:3f24:a520:6d56:7a3,Desktop,Android,Opera,Thailand,Yes
sdv-id-OvPHjD,olsonkyle,hernandezjasmine@example.net,77,Male,2021-07-11 21:44:40,2025-06-06 19:18:57,7449,4202:274c:9ae8:e860:7444:6ea:884:ca17,Other,Linux,Edge,Poland,Yes
sdv-id-mbySXh,bperez,jonathan39@example.org,16,Male,2024-08-28 10:34:33,2025-06-07 00:06:34,7141,bdd9:1cd2:5827:f7cf:9d31:4ec6:63b:4615,Other,Android,Firefox,Tanzania,Yes
sdv-id-GmJwhv,rgrant,cookeric@example.com,79,Male,2021-11-02 10:42:55,2025-06-09 17:40:06,3599,69d8:ab3b:4e61:4916:d24b:ce76:d2a2:4b9c,Tablet,Android,Other,Guatemala,Yes
sdv-id-FQUAVX,isaiah89,johnday@example.net,83,Female,2022-12-02 01:22:39,2025-06-06 03:19:45,3133,43a8:6e79:3b69:5ee:109f:c345:635d:cb78,Other,macOS,Opera,Sri Lanka,No
sdv-id-pwvmSX,hensleythomas,opeterson@example.net,97,Other,2021-04-26 14:11:50,2025-06-09 18:39:01,4634,eb92:d613:af15:b9ae:ba6f:f965:322a:a0d2,Mobile,Android,Other,Lao People's Democratic Republic,Yes
sdv-id-hghsLh,murphydonald,lauren04@example.org,33,Male,2022-03-08 13:51:16,2025-06-07 11:14:27,3052,9808:8e53:d1f5:f7d7:b30b:9cfc:4f47:3502,Other,Other,Firefox,Saint Helena,No
sdv-id-etbKPn,oscarcontreras,erinschultz@example.org,55,Male,2022-02-19 17:46:35,2025-06-07 21:15:27,9871,b01f:ff78:7b3:92ce:2b8c:2786:6457:f7ec,Desktop,iOS,Edge,Georgia,No
sdv-id-vJMlrp,robertsbethany,ywalker@example.com,89,Other,2023-12-13 13:22:46,2025-06-06 15:20:33,4449,2376:c203:85cd:4b60:70ee:b5df:7a57:57db,Desktop,Windows,Other,Anguilla,No
sdv-id-bZbWWp,gperez,bishopamanda@example.org,64,Male,2025-05-30 14:37:36,2025-06-04 12:05:57,883,585f:bfb4:ab34:ee99:bce3:b6fb:4e5e:68b3,Other,macOS,Firefox,Ghana,Yes
sdv-id-HeaxGR,katrina30,karinahorn@example.org,99,Female,2022-01-12 01:37:41,2025-06-03 18:40:02,1006,77eb:403a:ca0f:cce6:c44b:c074:ed47:15f4,Other,iOS,Other,Czech Republic,No
sdv-id-CcVtvn,hornalyssa,reyesmichael@example.org,61,Male,2022-06-22 07:22:42,2025-06-04 12:08:14,2709,879a:5bd6:3a94:bd3:1103:3fef:e35b:d4ab,Mobile,Other,Safari,Greece,Yes
sdv-id-WqCmvs,baxterdanielle,velasquezjennifer@example.org,21,Male,2021-01-07 18:36:40,2025-06-04 23:02:13,128,2d59:1b9:1a7c:9617:5cc5:e3f8:983b:be4e,Tablet,macOS,Chrome,Poland,No
sdv-id-VINrED,gail72,dsullivan@example.org,40,Female,2023-11-10 21:18:46,2025-06-06 13:28:11,1336,2255:9205:b19a:673b:1429:12c0:9e06:a001,Desktop,Linux,Firefox,Iran,No
sdv-id-ncRPkb,eduncan,deannaalvarez@example.org,36,Female,2023-01-27 15:04:13,2025-06-02 06:20:36,4278,470c:dd19:6411:3ab8:a4af:4d0b:5616:2a1d,Mobile,Windows,Safari,Zambia,No
sdv-id-RjPrNx,lisa17,timothypacheco@example.org,90,Male,2023-07-28 13:39:58,2025-06-04 16:03:04,4886,ca22:b362:c92:b990:638f:7bb6:1d7d:29de,Tablet,Linux,Edge,Paraguay,Yes
sdv-id-EBTcoT,williamsonjennifer,melissa93@example.org,74,Male,2024-03-31 17:56:22,2025-06-01 18:12:03,5099,3909:8e9a:703b:5251:9cfc:495d:f391:c49d,Mobile,Android,Opera,Zambia,Yes
sdv-id-TffhaI,jblack,scottking@example.com,22,Other,2022-11-04 18:17:12,2025-06-06 22:41:48,4767,a48e:7eb:7525:bee4:548c:23a4:6675:5f98,Other,macOS,Firefox,French Guiana,No
sdv-id-XydpNM,jjuarez,ssmith@example.net,99,Female,2023-08-16 11:50:25,2025-06-06 03:50:32,1266,da70:3da9:eeef:3364:1144:d0c6:9179:f14b,Mobile,Linux,Other,Czech Republic,Yes
sdv-id-FohOyH,stevensgary,martinezalec@example.com,99,Male,2023-03-11 22:44:37,2025-06-09 14:45:15,6204,3420:5eb8:accc:cb10:1bd9:aad4:f155:7db2,Other,Android,Other,Micronesia,Yes
sdv-id-QdIUzK,william58,danielle77@example.org,82,Male,2025-03-16 21:21:51,2025-06-05 01:46:13,5098,3143:5133:815:45f1:3a09:cc70:51db:f11,Tablet,Linux,Safari,Libyan Arab Jamahiriya,Yes
sdv-id-TvLvBa,xmorris,ischwartz@example.net,33,Other,2023-07-09 16:24:34,2025-06-05 05:04:51,2928,4b21:44:fd30:b2cf:55fd:6729:fcc0:a757,Other,macOS,Chrome,Saint Barthelemy,No
sdv-id-WwHKvK,rosshull,david27@example.org,2,Female,2022-03-20 04:29:41,2025-06-03 16:19:12,3662,7e02:1502:ff94:b8a2:a87f:32a0:c7b0:aec7,Desktop,macOS,Safari,Mayotte,Yes
sdv-id-xvGQQn,bradshawalyssa,amandaelliott@example.net,86,Other,2020-11-16 19:11:30,2025-06-01 06:00:08,4826,e11c:3a7f:476e:913b:4d86:986:2c57:f50e,Mobile,macOS,Firefox,El Salvador,Yes
sdv-id-KWVlWN,isaiah89,brownchloe@example.org,77,Female,2020-01-12 01:07:11,2025-06-01 07:54:50,987,16b7:ee1a:30b1:87f8:208:a64:a6d5:e557,Mobile,Linux,Chrome,Moldova,Yes
sdv-id-kflIuc,beltranrandall,gibsonanthony@example.org,26,Male,2022-03-13 21:33:36,2025-06-08 08:04:17,5232,39f9:10ed:b3e0:6e2f:df33:bb62:650e:15e9,Tablet,Android,Opera,Dominican Republic,No
sdv-id-udByWY,shawcassandra,geraldsullivan@example.com,33,Male,2021-12-12 18:17:16,2025-06-10 18:01:08,9871,8ca5:75fb:262:340b:ef31:a84e:5b4e:d4b8,Tablet,Windows,Firefox,South Georgia and the South Sandwich Islands,No
sdv-id-CoaxUM,lopezkendra,lperry@example.com,56,Female,2021-02-21 00:46:06,2025-06-09 13:23:52,1398,4831:2ced:36bb:5df0:3166:bb07:fe7b:30ce,Tablet,Linux,Safari,Azerbaijan,Yes
sdv-id-dWXiau,bernard10,wcervantes@example.net,32,Male,2021-08-18 01:11:01,2025-06-06 01:49:43,484,a902:e5d4:b2cc:ab31:6c79:f63:4246:a3e3,Desktop,Android,Edge,Ethiopia,No
sdv-id-XnAALg,tgreen,kylejimenez@example.org,45,Female,2024-11-09 18:33:48,2025-06-05 14:21:17,1811,4a09:a171:1811:e2f9:df1e:1f5a:a4b:ee57,Other,macOS,Firefox,Guyana,Yes
sdv-id-EhsBZM,stevensgary,jonesdawn@example.net,99,Female,2023-09-29 05:20:54,2025-06-02 22:20:30,8841,8244:5198:b869:edcf:dc0d:c563:2357:71e7,Tablet,Android,Safari,Saint Helena,No
sdv-id-ycWzMh,maryfitzgerald,michaelschneider@example.com,87,Other,2020-09-21 23:03:57,2025-06-07 10:31:36,9871,d128:e622:f008:cb15:5e7e:914a:6d22:f69d,Tablet,Windows,Opera,Colombia,No
